1,-76.24
2,-77.086
3,-74.638
4,-77.284
5,-77.074
6,-73.606
7,-76.324
8,-74.812
9,-74.566
10,-76.15
11,-76.534
12,-76.114
13,-75.988
14,-77.524
15,-75.292
16,-76.318
17,-75.394
18,-75.094
19,-76.702
20,-77.026
21,-73.18
22,-73.984
23,-74.8
24,-74.446
25,-81.52
26,-87.148
27,-90.214
28,-88.816
29,-90.58
30,-86.728
31,-89.014
32,-87.076
33,-91.33
34,-88.18
35,-77.518
36,-76.798
37,-76.618
38,-77.02
39,-76.792
40,-74.296
41,-73.144
42,-76.834
43,-75.496
44,-75.022
45,-76.318
46,-79.672
47,-73.066
48,-77.08
49,-76.3
50,-75.31
51,-75.724
52,-82.156
53,-76.966
54,-75.952
55,-76.804
56,-74.338
57,-76.096
58,-76.696
59,-75.238
60,-80.344
61,-85.96
62,-83.452
63,-83.23
64,-80.92
65,-79.264
66,-79.306
67,-83.434
68,-75.118
69,-77.836
70,-73.516
71,-79.708
72,-83.692
73,-73.288
74,-79.132
75,-79.108
76,-80.278
77,-79.24
78,-76.288
79,-75.628
80,-81.844
81,-82.234
82,-80.458
83,-75.154
84,-85.87
85,-77.908
86,-82.708
87,-78.544
88,-82.594
89,-75.55
90,-76.732
91,-79.216
92,-76.018
93,-78.928
94,-77.434
95,-79.744
96,-82.246
97,-81.514
98,-78.376
99,-74.956
100,-81.304
101,-82.456
102,-78.136
103,-76.204
104,-75.976
105,-78.358
106,-82.0
107,-82.588
108,-82.246
109,-78.088
110,-77.992
111,-77.206
112,-84.592
113,-81.028
114,-77.242
115,-79.822
116,-73.648
117,-82.636
118,-77.182
119,-78.388
120,-75.904
121,-74.494
122,-77.296
123,-80.758
124,-78.97
125,-85.222
126,-72.082
127,-73.066
128,-81.262
129,-73.966
130,-75.916
131,-80.44
132,-76.786
133,-79.228
134,-80.086
135,-72.262
136,-78.49
137,-78.238
138,-74.734
139,-78.976
140,-73.456
141,-83.29
142,-72.214
143,-73.336
144,-76.018
145,-79.21
146,-74.5
147,-70.51
148,-76.996
149,-74.458
150,-74.278
151,-68.572
152,-71.206
153,-72.64
154,-71.098
155,-79.456
156,-84.91
157,-75.646
158,-71.788
159,-78.316
160,-76.222
161,-74.878
162,-66.166
163,-70.15
164,-75.97
165,-66.07
166,-67.378
167,-67.582
168,-64.786
169,-70.27
170,-78.448
171,-78.508
172,-69.004
173,-64.942
174,-66.124
175,-69.238
176,-69.964
177,-69.898
178,-70.63
179,-67.546
180,-67.372
181,-62.068
182,-62.248
183,-68.38
184,-65.914
185,-62.854
186,-65.758
187,-63.418
188,-63.448
189,-56.74
190,-65.842
191,-61.396
192,-63.22
193,-58.234
194,-56.308
195,-61.816
196,-61.564
197,-69.214
198,-62.11
199,-72.586
200,-63.826
201,-56.032
202,-70.534
203,-68.428
204,-61.618
205,-60.604
206,-65.35
207,-60.85
208,-68.476
209,-63.238
210,-67.492
211,-63.856
212,-60.646
213,-64.228
214,-59.524
215,-59.644
216,-62.218
217,-63.364
218,-61.672
219,-66.7
220,-55.822
221,-66.928
222,-56.92
223,-63.958
224,-62.038
225,-57.916
226,-68.674
227,-64.798
228,-61.012
229,-61.102
230,-52.684
231,-69.73
232,-60.01
233,-66.352
234,-55.804
235,-64.408
236,-61.852
237,-62.152
238,-63.148
239,-59.968
240,-61.426
241,-66.244
242,-62.08
243,-63.094
244,-61.696
245,-57.916
246,-58.522
247,-54.502
248,-58.354
249,-60.43
250,-56.566
251,-64.396
252,-59.812
253,-56.77
254,-63.808
255,-67.474
256,-67.66
257,-64.564
258,-58.438
259,-59.062
260,-63.106
261,-59.65
262,-60.7
263,-58.426
264,-59.176
265,-61.132
266,-61.852
267,-58.696
268,-62.932
269,-60.586
270,-66.124
271,-59.212
272,-67.504
273,-56.95
274,-65.116
275,-58.492
276,-61.234
277,-61.066
278,-70.324
279,-59.362
280,-57.718
281,-61.882
282,-67.252
283,-56.902
284,-65.014
285,-61.024
286,-54.616
287,-64.054
288,-68.236
289,-57.49
290,-60.634
291,-59.242
292,-56.368
293,-59.98
294,-57.916
295,-62.332
296,-59.686
297,-66.844
298,-63.31
299,-61.552
300,-59.104
301,-57.862
