1,-89.752
2,-88.246
3,-86.698
4,-87.85
5,-89.47
6,-90.166
7,-90.526
8,-88.036
9,-86.248
10,-92.026
11,-89.08
12,-87.64
13,-91.354
14,-89.446
15,-87.184
16,-90.148
17,-87.886
18,-85.33
19,-87.634
20,-89.716
21,-86.692
22,-84.34
23,-76.606
24,-76.84
25,-75.7
26,-75.37
27,-74.626
28,-75.718
29,-77.194
30,-77.452
31,-81.616
32,-77.746
33,-75.82
34,-76.354
35,-74.314
36,-74.41
37,-76.906
38,-77.314
39,-78.256
40,-76.258
41,-73.798
42,-77.56
43,-74.29
44,-78.154
45,-80.56
46,-76.366
47,-80.758
48,-74.794
49,-81.82
50,-77.23
51,-78.652
52,-80.374
53,-82.612
54,-77.572
55,-73.036
56,-83.872
57,-77.38
58,-80.764
59,-76.558
60,-77.272
61,-81.766
62,-80.398
63,-71.884
64,-77.386
65,-84.076
66,-86.554
67,-83.23
68,-73.966
69,-74.59
70,-79.996
71,-84.298
72,-80.842
73,-83.362
74,-75.148
75,-84.118
76,-85.924
77,-82.738
78,-77.758
79,-75.226
80,-76.318
81,-79.228
82,-82.318
83,-82.996
84,-71.128
85,-79.69
86,-79.9
87,-84.808
88,-77.416
89,-76.462
90,-80.2
91,-75.586
92,-78.742
93,-79.804
94,-77.5
95,-85.342
96,-76.648
97,-75.466
98,-77.608
99,-75.742
100,-80.788
101,-76.006
102,-80.026
103,-78.22
104,-84.466
105,-79.18
106,-78.958
107,-77.362
108,-74.056
109,-80.218
110,-84.43
111,-77.32
112,-76.948
113,-76.618
114,-75.844
115,-74.206
116,-84.7
117,-73.144
118,-76.06
119,-78.982
120,-83.536
121,-82.804
122,-82.384
123,-80.23
124,-79.288
125,-77.746
126,-78.454
127,-73.036
128,-77.986
129,-77.65
130,-81.814
131,-70.816
132,-79.36
133,-81.31
134,-76.984
135,-80.47
136,-78.25
137,-75.988
138,-75.73
139,-74.92
140,-83.872
141,-82.384
142,-82.786
143,-74.908
144,-67.366
145,-80.398
146,-72.988
147,-81.118
148,-76.678
149,-75.454
150,-76.198
151,-83.278
152,-80.422
153,-80.32
154,-71.116
155,-76.9
156,-80.344
157,-78.394
158,-76.948
159,-74.212
160,-74.968
161,-66.904
162,-71.584
163,-76.576
164,-73.192
165,-68.83
166,-76.06
167,-69.874
168,-72.328
169,-74.38
170,-74.398
171,-70.36
172,-75.988
173,-74.728
174,-79.102
175,-72.472
176,-78.016
177,-68.752
178,-70.558
179,-63.202
180,-73.582
181,-64.3
182,-66.028
183,-63.076
184,-67.264
185,-64.534
186,-75.31
187,-67.912
188,-62.554
189,-71.596
190,-73.114
191,-63.082
192,-68.212
193,-66.034
194,-65.872
195,-70.228
196,-61.42
197,-62.86
198,-80.11
199,-61.162
200,-71.956
201,-64.384
202,-60.004
203,-76.018
204,-66.346
205,-60.262
206,-74.74
207,-61.282
208,-72.226
209,-59.212
210,-68.392
211,-60.706
212,-57.808
213,-58.894
214,-58.45
215,-63.034
216,-63.43
217,-63.736
218,-64.912
219,-60.742
220,-65.992
221,-60.892
222,-58.336
223,-58.162
224,-55.63
225,-65.08
226,-58.66
227,-60.868
228,-59.17
229,-59.242
230,-57.268
231,-59.038
232,-58.234
233,-67.24
234,-56.842
235,-72.082
236,-59.104
237,-60.706
238,-59.434
239,-56.14
240,-58.924
241,-62.806
242,-54.334
243,-54.784
244,-57.61
245,-56.5
246,-53.212
247,-54.544
248,-56.074
249,-57.766
250,-54.664
251,-64.468
252,-64.246
253,-56.938
254,-63.922
255,-61.48
256,-66.19
257,-61.354
258,-58.834
259,-57.898
260,-57.436
261,-59.104
262,-56.506
263,-64.768
264,-61.006
265,-57.166
266,-56.806
267,-62.218
268,-52.78
269,-59.812
270,-54.004
271,-61.864
272,-56.608
273,-55.966
274,-55.354
275,-66.04
276,-55.084
277,-52.534
278,-69.568
279,-61.438
280,-56.518
281,-55.462
282,-54.676
283,-58.084
284,-62.566
285,-62.032
286,-54.016
287,-71.422
288,-64.288
289,-64.942
290,-68.842
291,-57.676
292,-59.878
293,-64.918
294,-60.226
295,-60.844
296,-55.624
297,-55.756
298,-62.29
299,-66.58
300,-60.88
301,-54.79
302,-58.906
303,-61.12
304,-58.36
305,-62.086
306,-60.4
307,-60.556
308,-57.88
309,-58.714
310,-60.394
311,-62.722
312,-61.84
